text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
"După 2 folosiri, aproximativ 4 ore de alergare deja a inceput sa se descoasă """" teaca"""" unde stă bidonul. O să îl returnez cu prima ocazie când ajung in magazin. Poate am prins un produs defect. Produsul este practic, bidonul are orificiile ciudate, trebuie să bei de la 5 cm, că altfel nu poți trage apa. Îl recomand doar pentru că este practic nu pentru calitate.",416346,quality; product,"După 2 folosiri, aproximativ 4 ore de alergare deja a inceput sa se descoasă """" teaca"""" unde stă bidonul. O să îl returnez cu prima ocazie când ajung in magazin. Poate am prins un produs defect.;Produsul este practic, bidonul are orificiile ciudate, trebuie să bei de la 5 cm, că altfel nu poți trage apa. Îl recomand doar pentru că este practic nu pentru calitate.",Negative; Positive,manual,"După 2 folosiri, aproximativ 4 ore de alergare deja a inceput sa se descoasă """" teaca"""" unde stă bidonul. O să îl returnez cu prima ocazie când ajung in magazin. Poate am prins un produs defect. Produsul este practic, bidonul are orificiile ciudate, trebuie să bei de la 5 cm, că altfel nu poți trage apa. Îl recomand doar pentru că este practic nu pentru calitate.",quality;product
"Daca ne uitam pe geam afara este iarna si asta trebuie sa se reflecte si in rafturile din magazin. Nu se poate sa nu am manusi , caciuli etc atat pentru adulti cat si pentru copii in magazin. In cazul meu am doi baieti de 3 si 5 ani iar variantele erau  inexistente pentru accesoriile de iarna in Decathlon Palady.",416347,shop diversity; shop organization,"Daca ne uitam pe geam afara este iarna si asta trebuie sa se reflecte si in rafturile din magazin. Nu se poate sa nu am manusi , caciuli etc atat pentru adulti cat si pentru copii in magazin. In cazul meu am doi baieti de 3 si 5 ani iar variantele erau inexistente pentru accesoriile de iarna in Decathlon Palady.;Daca ne uitam pe geam afara este iarna si asta trebuie sa se reflecte si in rafturile din magazin. Nu se poate sa nu am manusi , caciuli etc atat pentru adulti cat si pentru copii in magazin. In cazul meu am doi baieti de 3 si 5 ani iar variantele erau inexistente pentru accesoriile de iarna in Decathlon Palady.",Negative; Negative,manual,"Daca ne uitam pe geam afara este iarna si asta trebuie sa se reflecte si in rafturile din magazin. Nu se poate sa nu am manusi , caciuli etc atat pentru adulti cat si pentru copii in magazin. In cazul meu am doi baieti de 3 si 5 ani iar variantele erau inexistente pentru accesoriile de iarna in Decathlon Palady.",shop diversity;shop organization
"Reprezentantul de raion degeaba a venit cu scuzele de rigoare; am mers impreuna in fata raionului si a vazut pretul diferit fata de produs , invocand ca nu au suficient spatiu de aceea avea produsul alt pret.",416348,staff competency,"Reprezentantul de raion degeaba a venit cu scuzele de rigoare; am mers impreuna in fata raionului si a vazut pretul diferit fata de produs , invocand ca nu au suficient spatiu de aceea avea produsul alt pret.",Negative,manual,"Reprezentantul de raion degeaba a venit cu scuzele de rigoare; am mers impreuna in fata raionului si a vazut pretul diferit fata de produs , invocand ca nu au suficient spatiu de aceea avea produsul alt pret.",staff competency
Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!,416349,delivery,Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!,Negative,manual,Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!,delivery
"As dori ca pe viitor sa existe un magazin mult mai aranjat, pentru ca este lasat la voia intamplarii.",416350,shop organization,"As dori ca pe viitor sa existe un magazin mult mai aranjat, pentru ca este lasat la voia intamplarii.",Negative,manual,"As dori ca pe viitor sa existe un magazin mult mai aranjat, pentru ca este lasat la voia intamplarii.",shop organization
"Chiar daca sunt obositi sau aglomerati, un zambet ajuta pe oricine",416351,misc,"Chiar daca sunt obositi sau aglomerati, un zambet ajuta pe oricine",Neutral,manual,"Chiar daca sunt obositi sau aglomerati, un zambet ajuta pe oricine",misc
(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva,416352,shop organization; staff availability,(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi;(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva,Negative; Negative,manual,(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva,shop organization;staff availability
Sunt caldurosi dar aluneca rau. Am fost la Munte de curand si am fost nevoit sa pun o pereche de ciorapi pe deasupra sa nu mai alunec.,416353,product,Sunt caldurosi;aluneca rau. Am fost la Munte de curand si am fost nevoit sa pun o pereche de ciorapi pe deasupra sa nu mai alunec.,Positive; Negative,manual,Sunt caldurosi dar aluneca rau. Am fost la Munte de curand si am fost nevoit sa pun o pereche de ciorapi pe deasupra sa nu mai alunec.,product;product
"Ati scos de la vânzare un produs bun si l-ati inlocuit cu unul groaznic de slab calitativ, dar mai ieftin.  Este vorba de papucii nabaji bleumarin de acum 1-2 ani care erau de mult mai bună calitate decat cei de 19 lei (actuali). Păcat ca urmăriți doar profitul.",416354,staff competency,"Ati scos de la vânzare un produs bun si l-ati inlocuit cu unul groaznic de slab calitativ, dar mai ieftin. Este vorba de papucii nabaji bleumarin de acum 1-2 ani care erau de mult mai bună calitate decat cei de 19 lei (actuali). Păcat ca urmăriți doar profitul.",Negative,manual,"Ati scos de la vânzare un produs bun si l-ati inlocuit cu unul groaznic de slab calitativ, dar mai ieftin. Este vorba de papucii nabaji bleumarin de acum 1-2 ani care erau de mult mai bună calitate decat cei de 19 lei (actuali). Păcat ca urmăriți doar profitul.",staff competency
Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! Personalul nu isi da interesul. Dezamagit!,416355,staff competency; tech support; shop organization,Personalul nu isi da interesul;Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! ;Deci la online si organizare au nota 4!!! Slab rau! ,Negative; Negative; Negative,manual,Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! Personalul nu isi da interesul. Dezamagit!,staff competency;tech support;shop organization
Faceti o selectie mai serioasa a persoanelor angajate mai ales a celor care urmeaza sa intre in contact direct cu clientul.,416356,staff competency,Faceti o selectie mai serioasa a persoanelor angajate mai ales a celor care urmeaza sa intre in contact direct cu clientul.,Negative,manual,Faceti o selectie mai serioasa a persoanelor angajate mai ales a celor care urmeaza sa intre in contact direct cu clientul.,staff competency
"Se destramă la spălat- dupa prima spălare,probabil ca sunt fabricate mai de mult si ținute în depozite.",416357,quality,"Se destramă la spălat- dupa prima spălare,probabil ca sunt fabricate mai de mult si ținute în depozite.",Negative,manual,"Se destramă la spălat- dupa prima spălare,probabil ca sunt fabricate mai de mult si ținute în depozite.",quality
"Sunt mici si nefolositoriSunt scumpi, dublu la pret fata de alte magazine",416358,price; product,"Sunt scumpi, dublu la pret fata de alte magazine;Sunt mici si nefolositori",Negative; Negative,manual,"Sunt mici si nefolositoriSunt scumpi, dublu la pret fata de alte magazine",price;product
Cred ca mai aveți mult de lucru si pe partea de asigurare stoc de marfa si pe cea de motivare a angajaților,416359,shop organization,Cred ca mai aveți mult de lucru si pe partea de asigurare stoc de marfa si pe cea de motivare a angajaților,Neutral,manual,Cred ca mai aveți mult de lucru si pe partea de asigurare stoc de marfa si pe cea de motivare a angajaților,shop organization
Materialul mi-a placut; marimea fixa..pentru lejeritate cred ca e ok marimea urmatoare celei pe care o porti; pentru 165 cm inaltime sunt prea lungi.,416360,product,Materialul mi-a placut; marimea fixa..pentru lejeritate cred ca e ok marimea urmatoare celei pe care o porti; pentru 165 cm inaltime sunt prea lungi.,Positive,manual,Materialul mi-a placut; marimea fixa..pentru lejeritate cred ca e ok marimea urmatoare celei pe care o porti; pentru 165 cm inaltime sunt prea lungi.,product
Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare și nici măcar nu au preturi reduse!,416361,promotions; shop diversity,nici măcar nu au preturi reduse;Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare,Negative; Negative,manual,Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare și nici măcar nu au preturi reduse!,promotions;shop diversity
"Măsura fesului prea mare si larga pentru capul meu,nu sunt încântat de acest model.",416362,product,"Măsura fesului prea mare si larga pentru capul meu,nu sunt încântat de acest model.",Negative,manual,"Măsura fesului prea mare si larga pentru capul meu,nu sunt încântat de acest model.",product
"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!",416363,return warranty,"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!",Negative,manual,"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!",return warranty
"nu se tin de cuvant la finalizare produs.racordaje rachete,am venit cand s-a zis de 3ori nu a fost gata.",416364,service,"nu se tin de cuvant la finalizare produs.racordaje rachete,am venit cand s-a zis de 3ori nu a fost gata.",Negative,manual,"nu se tin de cuvant la finalizare produs.racordaje rachete,am venit cand s-a zis de 3ori nu a fost gata.",service
"Am fost nemultumit de faptul ca , desi am furnizat cardul, acesta nu a fost scanat la achizitionarea produselor si puctele atribuite acestora nu mi-au fost acordate.Asta s-a intamplat inainte de Craciun si m-a facut sa mai ajung cu greu in magazine.",416365,service,"Am fost nemultumit de faptul ca , desi am furnizat cardul, acesta nu a fost scanat la achizitionarea produselor si puctele atribuite acestora nu mi-au fost acordate.Asta s-a intamplat inainte de Craciun si m-a facut sa mai ajung cu greu in magazine.",Negative,manual,"Am fost nemultumit de faptul ca , desi am furnizat cardul, acesta nu a fost scanat la achizitionarea produselor si puctele atribuite acestora nu mi-au fost acordate.Asta s-a intamplat inainte de Craciun si m-a facut sa mai ajung cu greu in magazine.",service
"Preturile de la raft, diferă de pretul de la casa !!La raft, tricou la 36.00...La casa, 48.00, etc !",416366,shop organization,"Preturile de la raft, diferă de pretul de la casa !!La raft, tricou la 36.00...La casa, 48.00, etc !",Negative,manual,"Preturile de la raft, diferă de pretul de la casa !!La raft, tricou la 36.00...La casa, 48.00, etc !",shop organization
"Preț diferit la raft în magazin față de prețul afișat pe internet : Ex: Rucsac Arpenaz 40 L - 47,90 lei/internet și 54,90 lei /magazin/raft !! Aparat de imprimat cardul de client defect !! De abia după multe insistențe au repornit sistemul blocat să poată elibera cardul !! Cozi la casele de marcat , funcționau doar 3 restul fiind închise !!",416367,shop organization; service,"Preț diferit la raft în magazin față de prețul afișat pe internet : Ex: Rucsac Arpenaz 40 L - 47,90 lei/internet și 54,90 lei /magazin/raft !! ;Aparat de imprimat cardul de client defect !! De abia după multe insistențe au repornit sistemul blocat să poată elibera cardul !! Cozi la casele de marcat , funcționau doar 3 restul fiind închise !!",Negative; Negative,manual,"Preț diferit la raft în magazin față de prețul afișat pe internet : Ex: Rucsac Arpenaz 40 L - 47,90 lei/internet și 54,90 lei /magazin/raft !! Aparat de imprimat cardul de client defect !! De abia după multe insistențe au repornit sistemul blocat să poată elibera cardul !! Cozi la casele de marcat , funcționau doar 3 restul fiind închise !!",shop organization;service
