absa_input,absa_target,data_origin
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: o racheta de badminton perfecta pentru agrement dar nu si pentru joc intensiv sau pretentios. calitate buna a tijei rachethei si a capului acesteia, racordajul putea fi unul de calitate iar manerul lasa mult de dorit.......Recomandare, perfecta pentru agrement </s>",quality is positive; product is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: M-a dezamagit un aspect care nu stiu daca tine exclusiv de magazin, ci de atitudinea cumparatorilor anteriori: am achizitionat o pereche de adidasi de la raftul cu nr 37, iar atunci cand am ajuns acasa am constatat ca aveau numarul 34. </s>",shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am gasit cu greu produsele in raft, nu am gasit f multe dintre produsele aflate pe site, organizarea magazinului este greoaie. </s>",shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturile de la raft nu corespund cu cele de la casa.personalul nu cunoaste produsele din magazin arogant cand intrebi ceva </s>,shop organization is negative; staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu sunt in magazin o parte din articolele de pe oferta on line </s>,shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: În principiu acești ochelari de soare sunt destul de buni la prețul asta, dar trebuie sa ai mare grija deoarece se zgârie foarte repede. </s>",price is positive; product is positive; quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In ultimul timp magazinul este cam gol in ceea ce priveste varietatea de produse. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Folosite la inot o singura data. Dupa 30 de minute s-a defectat. Mai merge doar canalul dreapta (R). Sunet suficient de tare incat sa nu se auda asa de tare aerul expirat sub apa. Fara bass si fara inalte, doar medii. Dopurile mari nu sunt suficient de mari. Facute pt. cei cu canalul intraauricular mic sau mediu. Calitate slaba. </s>",product is negative; quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Modificări de standuri care enervează! As dori o unificare a standardului de plasare rafturi la nivel national. </s>,shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: nuuuuu gasesc toate nuuuuumerele la adidasi.. suuuunt nuuuma nr 43 desi scrie disponibil 40-45 </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cautat o geaca pt ski. In afara de Wedze, nu am gasit nimic. </s>",shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsesc multe articole de tir cu arcul, ski,incaltaminte pentru copii si adulti si de vestimentatie pentru sporturile de iarna. </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Corespondenta marimii de la jacheta achizitionata nu a corespuns cu cea de pe site. Pe site era 44-46 si am primii 52-54. Ar trebui puse separta la cele care nu se incadreaza in marimile standard </s>,product is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar trebui fata de la casa sa se asigure ca sau ridicat toate produsele dupa ce au fost achitate. Este a doua oara când se intampla sa platesc produse si sa le uit in cosul in care se scaneaza cumparaturile . </s>,staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: PRETURI MARI RAPORTUL CALITATE PRET LASA DE DORIT...NU EXISTA PROMOTII SI REDUCERI ADEVARATE DE ACEEA NU EXISTA NICI CLIENTI.. </s>,price is negative; quality is negative; promotions is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: nu a fost respectata promisiunea de a fi anuntat cu privire la aparitia in stoc al unui produs </s>,service is negative; staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Creati, va rog, spatii special amenajate, cu impunerea unor limite, pentru testat articolele. E un total haos in magazin, cu friendlyul asta. Bicicletele zboara chiar peste toate raioanele, trotinetele si restul """"vehicolelor"""" , la fel. Daca se produc accidente grave, cine si le asuma? Angajatii ? ... bietii de ei .Pe ce reguli functioneaza decathlonul?Sunt infomati clientii de riscuri? </s>",environment is negative; shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La casă am fost întâmpinat cu altă limbă decât cea oficială... nu m-a deranjat extrem fiind și locația pe harta țării dar no.... poate pe viitor se va ține cont și de asta. Nu am găsit o trotinetă să mă porcăiesc ca la TM dar sincer nu am întrebat dacă sunt disponibile. Părea puțin mai curat ca la Timișoara (nu că la TM ar fii murdar ) dar parcă era mai aranjată marfa. </s>,staff competency is negative; shop organization is positive; environment is positive; shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Designul e un plus, e f versatila din punctul asta de vedere. Cu toate astea, m-a dezamagit pt ca nu e atat de calduroasa precum o lauda producatorul, iar eu pt asta am cumparat-o. Temperatura de confort, cel putin pt mine, e undeva intre 0 si -5, dar nicidecum -25, cum e specificat in descriere. O jacheta de schi, ceva mai ieftina, a facut fata mai bine, din punctul asta de vedere. Per total nu imi pare rau de achizitie, pt ca e lucrata bine si o pot folosi la mai multe tipuri de tinute. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Poruse fara eticheta. Produse la care nu se gaseste pretul. </s>,shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dorim o gama mai mare de produse sportive in magazinul din Constanta. </s>,shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu exista posibilitatea de a anula comanda online din cont. Asa ceva mi se pare incredibil. Foarte dezamagit de magazinul online. </s>,tech support is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fiind din Odorheiu Secuiesc, a trebuit sa fac doua drumuri pana la Tg. Mures pentru botoseii astia (400km). Prima pereche am comandat-o printr-o d-soara foarte amabila dar neinformata suficient din partea echipei tehnice. Pe site doar nr. 41 era afisat ca lipsa. La intrebarea mea referitoare la comanda, d-soara mi-a spus ca daca am mai cumparat alte incaltari de 41 si mi-au fost ok, pot sa comand cu incredere si altele, calapodul fiind acelasi.Fals. Mi-a sosit nr. 41. Parintii mei care stau aproape de oras l-au preluat. M-am dus pana acolo, apoi la Tg. Mures, pt. ca ma strangeau si sa incerc un 42. Am constatat cu uimire ca produsul lipseste cu desavarsire.O fi o fenta de trombonit clientii.Publicati fratilor in mod cinstit ce aveti pe stoc si ce nu. Sa nu puneti lumea pe drumuri degeaba.Ca sa nu mergem la OPC pentru publicitate falsa.In rest produsele sunt ok, eu sunt fan Decathlon inca de cand in Romania nu exista. In Budapesta, daca nu exista ceva pe stocul publicat, ti se deconteaza cheltuielile de deplasare. </s>",product is positive; shop diversity is negative; shop organization is negative; staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Caut pantalonii forclaz 900 si este imposibil de gasit . As dori sa aduceti si sa aveti in stoc </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumpărat și am solicitat montajul în magazin, din păcate nefuncțional, se pornea dar fără nici un motiv se stingea după câteva secunde, retur pe loc fără sa am curajul sa încerc alta bucata. </s>",service is negative; product is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am asteptat mult timp pt a vorbi cu un angajat despre o banda de mers </s>,staff availability is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul are o varietate redusa de produse si de marimi, departamentele sunt prost organizate, nu gasesti o logica in organizarea lor. </s>",shop diversity is negative; shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu a fost etichetat vizibil pretul pentru papuci dama care era extrem de scumpi si numai la casa am observat. Din asta am avut o experienta negativa si profunda. </s>,shop organization is negative,manual
