text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
"Ar fi util ca pe fiecare raion specializat pe un sport anume, sa aveti un vanzator/consultant client care practica activ acel sport si poate da sfaturi intemeiate.",431955,"{'choices': ['staff competency - negative', 'staff availability - negative']}",22,staff competency; staff availability,staff competency; staff availability,Negative; Negative,manual,"Ar fi util ca pe fiecare raion specializat pe un sport anume, sa aveti un vanzator/consultant client care practica activ acel sport si poate da sfaturi intemeiate.",". ar fi util ca pe fiecare raion specializat pe un sport anume, sa existe un vanzator / consultant, care practica activ acel sport si poate da sfaturi utile."
"Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania.  Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???...",431956,promotions - negative,22,promotions,promotions,Negative,manual,"Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania. Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???...","? vând la bicicletă pliaetă bhl, 300. în tari mult mai bogate decât romania. câteva sunt simplu de verificat, la un click distanta... în franța 120 euro, in austria 120 euro, decathlon germania 120 euro, si lista continua... in romania 160 euro. concluzia???..."
"Stimati domni/doamne,Am fost uimit sa constat ca produsul achizitionat, (o masa de tenis de masa, ~1950 Ron) nu mi s-a livrat si nici nu am fost sunat de catre transportatorul (Fan Curier) nici la 3 zile dupa achizitie. Discutand cu consilierul de vanzari, am aflat ca Decathlon nu isi asuma raspunderea pt livrarea podusului acasa!?! In ciuda faptului ca, colegul dvs. a incercat cateva telefoane la curier, nu a reusit sa-i contacteze si mi-a cerut mie sa-i sun. Mie mi se pare uimitor ca o experienta buna de vanzare in magazin sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1,5/ 1,5 m dimensiune. Si o lipsa de resposabilitate pana la completarea procesului de vanzare, respectiv primirea produsului. In cazul in care produsul nu imi va fi livrat pana joi (5 zile de la achizitie), am doua solutii: respectiv, returnarea banilor pt un produs pe care mi-l doresc, dar nu l-am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. Este evident ca nu voi mai cumpara produse din magazinul dvs.",431961,"{'choices': ['delivery - negative', 'staff competency - negative']}",22,delivery; staff competency,delivery; staff competency,Negative; Negative,manual,"Stimati domni/doamne,Am fost uimit sa constat ca produsul achizitionat, (o masa de tenis de masa, ~1950 Ron) nu mi s-a livrat si nici nu am fost sunat de catre transportatorul (Fan Curier) nici la 3 zile dupa achizitie. Discutand cu consilierul de vanzari, am aflat ca Decathlon nu isi asuma raspunderea pt livrarea podusului acasa!?! In ciuda faptului ca, colegul dvs. a incercat cateva telefoane la curier, nu a reusit sa-i contacteze si mi-a cerut mie sa-i sun. Mie mi se pare uimitor ca o experienta buna de vanzare in magazin sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1,5/ 1,5 m dimensiune. Si o lipsa de resposabilitate pana la completarea procesului de vanzare, respectiv primirea produsului. In cazul in care produsul nu imi va fi livrat pana joi (5 zile de la achizitie), am doua solutii: respectiv, returnarea banilor pt un produs pe care mi-l doresc, dar nu l-am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. Este evident ca nu voi mai cumpara produse din magazinul dvs.",". stimati domni / doamne, am fost uimit sa aflu ca produsul achizitionat, ( o masa de tenis de masa, ~ 1950 ron ) nu mi s - a livrat si nici nu am fost sunat de catre transportatorul ( fan curier ) nici la 3 zile dupa achizitie. discutand cu echipa de vanzari, am aflat ca decathlon nu isi asuma riscul pentru livrarea pana acasa!?! in ciuda faptul ca, colegul dvs. a incercat cateva telefoane la ei, nu a reusit sa - i contacteze si mi - a spus mie sa - i sun. mie mi se pare uimitor ca o experienta buna de vanzare in tara sa fie complet legata de o lipsa de responsabilitate in fata, unui client de 75 kg si peste 1, 5 / 1, 5 m dimensiune. si o lipsa de timp pana la completarea bazei de date, respectiv comande. in cazul in care produsul nu imi va fi livrat pana joi ( 5 zile de la achizitie ), am doua motive : respectiv, reclamorului pt un produs pe care mi - l doresc, dar nu l - am gasit sau a consumatorului, pt lipsa in timp a acestuia. este evident ca nu voi mai cumpara produse din cauza dvs."
Mai multe produse existente pe stoc! Gestionarea mai buna a personalului!,431962,"{'choices': ['shop diversity - negative', 'staff availability - negative']}",22,shop diversity; staff availability,shop diversity; staff availability,Negative; Negative,manual,Mai multe produse existente pe stoc! Gestionarea mai buna a personalului!,: mai multe produse existente pe piață! gestionarea mai bună a personalului!
"E nevoie de mai multe discount-uri, oferte combinate. Dacă scădeți puțin prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine.",431963,"{'choices': ['price - negative', 'promotions - negative']}",22,price; promotions,price; promotions,Negative; Negative,manual,"E nevoie de mai multe discount-uri, oferte combinate. Dacă scădeți puțin prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine.",". e nevoie de mai multe discount - uri, dar combinate. dacă scădeți puțin prețurile, lumea va fi în sus și o veți lua cu mult înaintile altor firme."
comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani  de asteptare,431964,delivery - negative,22,delivery,delivery,Negative,manual,comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani de asteptare,. comanda transmisa on - line nu a fost facuta nici dupa 2 saptamani de zile
Este primul produs Kalenji care m-a dezamagit.S-a facut retur fara probleme chiar si dupa folosire.,431966,"{'choices': ['product - negative', 'return warranty - positive']}",22,product; return warranty,product; return warranty,Negative; Positive,manual,Este primul produs Kalenji care m-a dezamagit.S-a facut retur fara probleme chiar si dupa folosire.,. este primul produs kalenji care m - a dezamagit. s - a facutat fara motiv chiar si dupa folosire.
In momentele in care sunt multi clienti in magazin si se formeaza cozi de zeci de persoane ar trebui sa se deschida mai multe case.,431967,service - negative,22,service,service,Negative,manual,In momentele in care sunt multi clienti in magazin si se formeaza cozi de zeci de persoane ar trebui sa se deschida mai multe case.,magazi in momentul in care sunt multi clienti in magazin si se formeaza cozi de zeci de oameni ar trebui sa se deschida mai multe usi.
- a trebuit sa asteptam destul de mult pana sa ne ia cineva la service-ni s-a dat un termen de  5 zile pt reparatie (destul de mult )-in a 6 -a zi nu ne-a sunat nimeni sa ne spuna daca sunt sau nu gata bicicletele-pe hartia de service nu exista nici un nr,431968,service - negative,22,service,service,Negative,manual,- a trebuit sa asteptam destul de mult pana sa ne ia cineva la service-ni s-a dat un termen de 5 zile pt reparatie (destul de mult )-in a 6 -a zi nu ne-a sunat nimeni sa ne spuna daca sunt sau nu gata bicicletele-pe hartia de service nu exista nici un nr,. - a trebui sa asteptam destul de mult pana sa ne ia cineva la service - ni s - a dat un termen de 5 zile pt reparatie ( destul de mult ) - in a 6 - a zi nu ne - a sunat nimeni sa ne spuna daca sunt sau nu gata bicicletele - pe timp de aici nu exista nici un anunt
"SUNT ANGAJATI CARE NU STIU SA PUNA IMPRIMEURI PE DIFERITE LUCRURI IN REST SUNT MULTUMIT SI AR MAI FI O CHESTIE NU MAI LASATI TIGANI PE TERENUL DE FOTBAL SAU BASCHET PENTRU CA CREAZA PROBLEME SI AMENINTA CELELALTE PERSOANE CARE VIN SA SE RELAXEZE,MULTUMESC.",431969,misc - neutral,22,misc,misc,Neutral,manual,"SUNT ANGAJATI CARE NU STIU SA PUNA IMPRIMEURI PE DIFERITE LUCRURI IN REST SUNT MULTUMIT SI AR MAI FI O CHESTIE NU MAI LASATI TIGANI PE TERENUL DE FOTBAL SAU BASCHET PENTRU CA CREAZA PROBLEME SI AMENINTA CELELALTE PERSOANE CARE VIN SA SE RELAXEZE,MULTUMESC.",". sunt oameni care nu stiu sa pariee pe aceste lucruri in rest sunt multumit si ar mai fi o idee nu mai lasati tigani pe terenume de fotbal sau baschet pentru ca creaza probleme si ameninta celelalte echipe care vin sa se relaxeme, multumesc."
"In urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat-o destul de mult (am fost stabilit in Norvegia). Fiind des purtata ca si jacheta principala a fost spalata evident destul de des, dar nu excesiv. Dupa cateva spalari repetate in zona subbratului am constatat ca acea izlolatie termica (puf albicios) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s-a agravat intre timp, pana cand s-a descusut semnificativ! Norocul meu a fost ca mi s-a acordat garantie si am putut rezolva problema intr-un magazin Decathlon, ceea ce mi se pare un mare plus din partea lantului de magazine!",431970,"{'choices': ['product - negative', 'quality - negative', 'return warranty - positive']}",22,product; quality; return warranty,product; quality; return warranty,Negative; Negative; Positive,manual,"In urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat-o destul de mult (am fost stabilit in Norvegia). Fiind des purtata ca si jacheta principala a fost spalata evident destul de des, dar nu excesiv. Dupa cateva spalari repetate in zona subbratului am constatat ca acea izlolatie termica (puf albicios) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s-a agravat intre timp, pana cand s-a descusut semnificativ! Norocul meu a fost ca mi s-a acordat garantie si am putut rezolva problema intr-un magazin Decathlon, ceea ce mi se pare un mare plus din partea lantului de magazine!",". in urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat - o destul de mult ( am fost stabilit in norvegia ). fiind purtata ca si jacheta, a fost spalata evident destul de des, dar nu excesiv. dupa cateva curse repetate in zona subbratului am constatat ca acea iritate ( fermoaa ) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s - a agravat intre timp, pana cand s - a descusut putin! norocul meu a fost ca mi s - a dat garantie si am gasit - o intr - un magazin decathlor, ceea ce mi se pare un mare plus din punctu punct de vedere!"
Nu exista suficient spatiu pentru redactarea clara a unei opinii privind aspectele pozitive sau negative .,431972,misc - neutral,22,misc,misc,Neutral,manual,Nu exista suficient spatiu pentru redactarea clara a unei opinii privind aspectele pozitive sau negative .,. nu exista suficient timp pentru redactarea clara a unei opinii privind aspectele bune sau negative.
"Foarte deranjant sa pui sistem antifurt capsand bluza de pantalon , pentru ca nu pot pierde timp sa caut mereu pe cineva sa imi scoata dispozitivul acela pentru a putea proba cum trebuie imbracamintea compusa din doua piese .",431973,service - negative,22,service,service,Negative,manual,"Foarte deranjant sa pui sistem antifurt capsand bluza de pantalon , pentru ca nu pot pierde timp sa caut mereu pe cineva sa imi scoata dispozitivul acela pentru a putea proba cum trebuie imbracamintea compusa din doua piese .","si foarte deranjant sa pui un antifurt capsand bucata de pantalon, pentru ca nu pot avea timp sa caut mereu pe cineva sa imi scoata dispozitivul acela pentru a putea proba cum merge imbracamintea compusa din doua piese."
M-a nemultumim timpul f mare de asteptare la casa (erau doar 2 deschise si cate 7-8 clienti in coada la fiecare).Stocul de biciclete pt copii extrem de redus - 1 model pt fete si 2 modele pt baieti.,431975,"{'choices': ['service - negative', 'shop diversity - negative']}",22,service; shop diversity,service; shop diversity,Negative; Negative,manual,M-a nemultumim timpul f mare de asteptare la casa (erau doar 2 deschise si cate 7-8 clienti in coada la fiecare).Stocul de biciclete pt copii extrem de redus - 1 model pt fete si 2 modele pt baieti.,. m - a nemultumim timpul f mare de asteptare la coada ( erau doar 2 masini si vreo 7 - 8 clienti in coada la fiecare ). stocul de biciclete pt copii extrem de redus - 1 model pt fete si 2 modele pt baieti.
"Mai multe caractere disponibile, posibilitate de callback in cazul unor aspecte negative semnificative",431983,tech support - negative,22,tech support,tech support,Negative,manual,"Mai multe caractere disponibile, posibilitate de callback in cazul unor aspecte negative semnificative",". mai multe date disponibile, posibilitate de callback in cazul unor aspecte negative semnificative"
