id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
432442,"Mi s-a explicat in sfarsit ca """"cei de la Bucuresti"""" vor voucherul printat si trimis prin posta pentru a verifica ca nu e printat de catre personal cu printerul local (asta e tare! :-) ) pentru a se evita furtul voucherelor de catre angajatii care au acces la sistemul intern. :-)Rezist! Am 3 vouchere nefolosite. Eu o numesc taxa pe neinpiratie (un cuvant frumos pentru cele de mai sus!). Inca traim cu vreo 30 de ani in urma intr-o retea de magazine de avangarda!Sarbatori Fericite!",service,Negative,"În cele din urmă mi s-a spus că ""oamenii din București"" vor ca voucherul să fie tipărit și trimis prin poștă pentru a verifica dacă nu este tipărit de personalul tipografiei locale (ce bine! :-)) pentru a evita furtul voucherelor de către angajații care au acces la sistemul intern. :-) Rezistați! Am 3 vouchere neutilizate. Eu o numesc taxa pe lipsa de inspirație (un cuvânt frumos pentru cele de mai sus!). Încă trăim acum 30 de ani într-o rețea de magazine de avangardă! Sărbători fericite!",Am 3 bilete neutilizate. Eu le numesc taxa de neinspirare (un cuvânt bun pentru asta!). Încă trăim în rețeaua de magazine de avangardă de acum 30 de ani!
432444,"Mi-ar placea ca pe viitor sa existe o gama mai larga de produse,preturi mai bune decat la alte branduri si TRANSPORT GRATUIT ,pt ca pt multe persoane este foarte departe magazinul.",shop diversity; price; delivery,Negative; Negative; Negative,"Mi-ar plăcea ca în viitor să avem o gamă mai largă de produse, preţuri mai bune decât cele ale altor mărci şi livrare GRATUITă, pentru că pentru mulţi oameni magazinul este foarte departe.","În plus, livrarea este gratuită, deoarece multe dintre magazinele de pe străzi sunt foarte îndepărtate."
432445,Recomand ca personalul de pe departamente sa fie mai vizibili sa nu mai aștepte clienții 15-20 de minute pana își face apariția un lucrator,staff availability,Negative,"Recomand ca personalul din departamente să fie mai vizibil, nu să aştepte clienţii 15-20 de minute înainte ca un lucrător să apară.","În acest caz, am recomandat personalului din toate departamentele să fie mai clar în ceea ce privește modul în care trebuie să fie tratată problema."
432448,Comanda durează prea mult până este livrată!după 2 săptămâni de așteptare ma suna sa imi spuna ca unele articole de pe net nu se găsesc în stare fizică în magazine!!foarte foarte dezamăgitor!!nu voi recomandă!la ora la care scriu acest coment comanda nu a ajuns!!lame!de evitat!!!,service,Negative,Comanda durează prea mult să fie livrată!după 2 săptămâni de așteptare mă sună să-mi spună că unele articole de pe net nu sunt găsite în condiții fizice în magazine!!foarte dezamăgitor!!Nu recomand!la momentul scrierii acestui comentariu comanda nu a sosit!!lame!pentru a evita!!!,Așteptam două săptămâni și m-a sunat să-mi spună că există produse pe internet care nu se găsesc în magazinele noastre!
432449,daca produsele nu au pretul afisat.... nici in magazin nu exista scanere pentru a verifica pretul dupa codul de bare..,service; shop organization,Negative; Negative,Dacă produsele nu au preț afișat... chiar și în magazin nu există scanere pentru a verifica prețul de cod de bare..,Dacă produsele nu au prețuri... chiar dacă nu există un scaner în magazin pentru a verifica prețurile codurilor de bare...
432453,Dezordine totală. Am rămas neplăcut surprins sa vad o asa dezordine. Foarte multe produse fără pret la raft sau cu pret incorect. Macar daca ar fi cititoare de coduri de bare sa nu ma plimb până la casierie cu fiecare produs,service; shop organization,Negative; Negative,"Am fost neplăcut surprins să văd o asemenea dezordine, atât de multe produse fără preț pe raft sau la prețul greșit, dacă ar exista cititori de coduri de bare, nu aș fi trebuit să merg la casier cu fiecare produs.",Nu este o idee bună să vezi atât de multe produse pe rafturi care nu au preț sau care nu sunt la prețul corect.
432455,"Am fost la Decathlon pentru a face intretinerea bicicletei. Nu am reusit sa gasesc nicio persoana care sa stie despre ce e vorba. Am vorbit cu 2 persoane, una de la fitness si una care nu avea niciun fel de ecuson (sau uniforma). Sunt nemultumit atat de interactiunea cu oamenii cat si de """"prestatia"""" atelierului. Cu siguranta nu voi mai reveni in scopul acesta.",staff competency; service,Negative; Negative,"M-am dus la Decathlon să fac întreținere de biciclete. Nu am putut găsi pe nimeni care să știe despre ce era vorba. Am vorbit cu două persoane, una de la fitness și una care nu avea nici un fel de insigna. Sunt nemulțumit atât de interacțiunea cu oamenii, cât și de ""performanța"" atelierului. Cu siguranță nu mă voi întoarce în acest scop.","Am fost la Grand Prix, am reparat biciclete, nu am găsit pe nimeni care să știe despre asta, am vorbit cu două persoane, una care era în fitness, una care nu avea nici un titlu, nu eram mulțumit de interacțiunea cu oamenii și de ""performanța"" în atelier."
432458,V-as recomanda ca pe viitor atunci cand aveti comenzi online sa trimiteti produsele asa cum au fost comandate.De ex eu am comandat adidasi de la Nike marimea 38 si am primit 38 jumatate si evident ca sunt mari,delivery,Negative,"Vă recomand ca în viitor, atunci când aveţi comenzi online, să trimiteţi produsele aşa cum au fost comandate.","Acum, eu recomand ca, in viitor, atunci cand veti comanda online, sa va trimiteti cum ati comandat."
432460,"Produsele apar in online ca fiind in stoc magazin, dar in realitate nu sunt.Din pacate a trebuit sa fac un drum inutil pana la magazin ca sa aflu dupa mai multe zeci de minute de asteptare ca produsele nu sunt disponibile (unele nu mai sunt in stoc, iar altele vor intra in stoc abia peste 2-3 saptamani). Schimbati politica si informatiile din site!!In magazin este foarte greu sa gasesti personal disponibil caruia sa ii ceri niste detalii specifice.",shop organization; staff availability,Negative; Negative,"Produsele apar online ca și cum ar fi în stoc, dar în realitate nu sunt.Din păcate, a trebuit să fac o călătorie inutilă la magazin pentru a afla, după câteva zeci de minute de așteptare, că produsele nu sunt disponibile (unele nu mai sunt în stoc, iar altele nu vor mai fi în stoc timp de 2-3 săptămâni).Modificați politica și informațiile de pe site-ul web!!În magazin este foarte dificil să găsiți personal disponibil la care să cereți detalii specifice.","Din păcate, a trebuit să merg la magazin și să aștept zeci de minute, doar pentru a descoperi că produsele nu mai existau (unele nu mai existau, iar altele nu vor mai exista în 2-3 săptămâni)."
432462,"îmi pare rău că am comandat cateva produse de pe siteul online, nu voi mai face aceeași greșeală și a 2-a oară.",tech support,Negative,"Îmi pare rău că am comandat câteva produse de pe site, nu voi face aceeași greșeală de două ori.","Îmi pare rău, am comandat câteva produse de pe site, dar nu am putut să le cumpăr."
432463,"Uneori se asteapta foarte mult la casa de marcat din cauza ca un singur lucrator comercial trebuie sa faca mai multe lucruri deodata cum ar fi: sa vorbeasca la telefon, sa incaseze bani, sa intocmeasca facturi , sa faca diverse anunturi la microfon, etc.",service; staff availability,Negative; Negative,"Uneori, la casa de marcat se așteaptă multe, deoarece un singur vânzător trebuie să facă mai multe lucruri în același timp, cum ar fi: să vorbească la telefon, să colecteze bani, să întocmească facturi, să facă anunțuri la microfon etc.","Uneori, la un ghișeu de plată sunt aşteptări mari, deoarece un vânzător trebuie să facă mai multe lucruri în acelaşi timp, cum ar fi: să sune, să colecteze bani, să facă contabilitatea, să anunțe pe microfon, etc."
432464,Aceiasi recomandare ca si aspect negativ: sa apara reduceri ca la acest aspect stati fffffffoarte prost sunt produse la care nu s-a modificat pretul deloc,promotions,Negative,"Aceeaşi recomandare ca şi aspectul negativ: să apară reduceri, deoarece în acest aspect foarte rău se afirmă că sunt produse la care preţul nu s-a schimbat deloc","Pe de altă parte, în cazul în care un produs este în curs de vânzare, atunci este posibil ca prețul să nu fie mai mare decât prețul de vânzare, iar în cazul în care prețul este mai mic decât prețul de vânzare, atunci este posibil ca prețul să fie mai mic decât prețul de vânzare."
432477,Servis biciclete e rău că nu mă ajută la ștergerea lanțului și pinioane .,service,Negative,Serviciul de biciclete e prost pentru că nu mă ajută să curăţ lanţul şi pinout-urile.,"Serviciul de biciclete era de rahat, pentru că nu m-au ajutat să curăţ lanţurile şi cârligele."
432479,"Imi alesesem marimea XL de haina pt vant(nu stiu daca am retinut bine denumirea).Pt ca doream sa-mi consult si sotia, care era la un alt magazin apropiat, pana am achitat la casa un alt produs pe care il achizitionasem, dar, mai ales, pana mi s-a realizat eliberarea unui card DECATHLON(au fost probleme cu calculatorul!), s-a epuizat marimea XL care, se pare, era un singur exemplar !",service; shop diversity,Negative; Negative,"Mi-am ales jacheta de vânt de mărimea XL ((Nu știu dacă mi-am amintit numele corect). Am vrut să mă consult cu soția mea, care era la un alt magazin din apropiere, până când am plătit acasă un alt produs pe care l-am cumpărat, dar, mai presus de toate, până când mi-a fost emis un card DECATHLON ((au existat probleme cu computerul!), mărimea XL a fost vândută, care, se pare, a fost un exemplar!","Am ales un bluză de dimensiuni XL (nu știu dacă îmi amintesc numele corect). Am vrut să mă consult cu soția mea, care era la un alt magazin din apropiere, până când am plătit pentru un alt produs pe care l-am cumpărat acasă, dar mai ales până când am obținut cartea DECATHLON (cu un computer cu probleme!), mărimea XL a fost vândută, evident 1!"
432480,"Salut acum o sapt am dat o pereche de patine fila Xone la ascutit in magazinul dechatlon, se pare ca pana acum nimeni nu a reusit sa le ascuta ce se intampla , inteleg ca a fost persoana in concediu o sapt dar asta e a doua saptamana si mie mi s-a promis ca sapt trecuta ele vor fi gata.",service; staff competency,Negative; Negative,"Bună săptămâna trecută am dat o pereche de patine Xone rând pentru a ascuți în magazinul de catalon, se pare că până acum nimeni nu a reușit să le audă ce se întâmplă, am înțeles că a fost persoana în vacanță o săptămână, dar aceasta este a doua săptămână și mi-a fost promis că săptămâna trecută vor fi gata.","Bună săptămâna trecută am dat o pereche de Xone skateboarding de șlefuit în zece magazine de curse, și se pare că până acum nimeni nu a reușit să audă ce s-a întâmplat cu ei, am înțeles că este o săptămână de vacanță pentru oameni, dar este a doua săptămână, și promit că săptămâna viitoare vor fi gata."
432485,"Din pacate aceasta experienta nu a fost cea mai frumoasa. Regret acest lucru, deoarece sunt un fan al produselor pe care le gasesc in Decathlon. Am solicitat rezervarea anumitor produse, insa desi acestea erau disponibile in magazin, au fost pregatite alte produse. A existat posibilitatea de a le schimba ulterior, insa acest lucru a insemnat mai mult timp, o noua vizita in magazin. Pe bonul fiscal un produs a fost trecut de doua ori....s-a dat vina pe sistem. Nu era un produs scump, motiv pentru care am observat ulterior. Banii au fost returnati, insa e frustrant sa revii in magazin din cauza greselilor angajatilor, caci e vorba de timpul tau.Pe viitor sper sa nu mai am parte de dezamagiri din partea Decathlon. E pacat de produsele pe care le aveti.",product; service; staff competency,Positive; Negative; Negative,"Din păcate această experiență nu a fost cea mai bună. Regret asta, pentru că sunt un fan al produselor pe care le găsesc în Decathlon. Am cerut rezervarea unor produse, dar deși erau disponibile în magazin, alte produse au fost pregătite. A existat posibilitatea de a le schimba mai târziu, dar asta a însemnat mai mult timp, o nouă vizită în magazin. Pe chitanța fiscală un produs a fost listat de două ori....a dat vina pe sistem. Nu a fost un produs scump, de aceea am observat mai târziu. Banii au fost returnate, dar este frustrant să te întorci în magazin din cauza greșelilor angajaților, pentru că este timpul tău. În viitor sper să nu mai ai alte dezamăgiri de la Decathlon. Ecathlon pentru produsele pe care le ai.","Din păcate, experiența nu a fost cea mai bună de data aceasta. Îmi pare rău, pentru că mi-au plăcut foarte mult produsele găsite la Decathlon. Am cerut să fac o rezervare pentru unele produse, dar, deși erau disponibile în magazin, alte produse erau gata. Era posibil să le înlocuiesc mai târziu, dar asta însemna mai mult timp, o nouă vizită la magazin."
